EPSG,ESRI
3239,"PROJCS[""WGS_84_SCAR_IMW_SR55_56"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-68.66666666666667],PARAMETER[""standard_parallel_2"",-71.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",150],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3240,"PROJCS[""WGS_84_SCAR_IMW_SR57_58"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-68.66666666666667],PARAMETER[""standard_parallel_2"",-71.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",162],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3241,"PROJCS[""WGS_84_SCAR_IMW_SR59_60"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-68.66666666666667],PARAMETER[""standard_parallel_2"",-71.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",174],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3242,"PROJCS[""WGS_84_SCAR_IMW_SS04_06"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-72.66666666666667],PARAMETER[""standard_parallel_2"",-75.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",-153],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3243,"PROJCS[""WGS_84_SCAR_IMW_SS07_09"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-72.66666666666667],PARAMETER[""standard_parallel_2"",-75.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",-135],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3244,"PROJCS[""WGS_84_SCAR_IMW_SS10_12"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-72.66666666666667],PARAMETER[""standard_parallel_2"",-75.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",-117],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3245,"PROJCS[""WGS_84_SCAR_IMW_SS13_15"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-72.66666666666667],PARAMETER[""standard_parallel_2"",-75.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",-99],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3246,"PROJCS[""WGS_84_SCAR_IMW_SS16_18"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-72.66666666666667],PARAMETER[""standard_parallel_2"",-75.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",-81],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3247,"PROJCS[""WGS_84_SCAR_IMW_SS19_21"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-72.66666666666667],PARAMETER[""standard_parallel_2"",-75.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",-63],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3248,"PROJCS[""WGS_84_SCAR_IMW_SS25_27"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-72.66666666666667],PARAMETER[""standard_parallel_2"",-75.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",-27],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3249,"PROJCS[""WGS_84_SCAR_IMW_SS28_30"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-72.66666666666667],PARAMETER[""standard_parallel_2"",-75.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",-9],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3250,"PROJCS[""WGS_84_SCAR_IMW_SS31_33"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-72.66666666666667],PARAMETER[""standard_parallel_2"",-75.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",9],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3251,"PROJCS[""WGS_84_SCAR_IMW_SS34_36"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-72.66666666666667],PARAMETER[""standard_parallel_2"",-75.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",27],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3252,"PROJCS[""WGS_84_SCAR_IMW_SS37_39"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-72.66666666666667],PARAMETER[""standard_parallel_2"",-75.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",45],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3253,"PROJCS[""WGS_84_SCAR_IMW_SS40_42"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-72.66666666666667],PARAMETER[""standard_parallel_2"",-75.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",63],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3254,"PROJCS[""WGS_84_SCAR_IMW_SS43_45"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-72.66666666666667],PARAMETER[""standard_parallel_2"",-75.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",81],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3255,"PROJCS[""WGS_84_SCAR_IMW_SS46_48"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-72.66666666666667],PARAMETER[""standard_parallel_2"",-75.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",99],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3256,"PROJCS[""WGS_84_SCAR_IMW_SS49_51"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-72.66666666666667],PARAMETER[""standard_parallel_2"",-75.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",117],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3257,"PROJCS[""WGS_84_SCAR_IMW_SS52_54"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-72.66666666666667],PARAMETER[""standard_parallel_2"",-75.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",135],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3258,"PROJCS[""WGS_84_SCAR_IMW_SS55_57"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-72.66666666666667],PARAMETER[""standard_parallel_2"",-75.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",153],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3259,"PROJCS[""WGS_84_SCAR_IMW_SS58_60"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-72.66666666666667],PARAMETER[""standard_parallel_2"",-75.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",171],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3260,"PROJCS[""WGS_84_SCAR_IMW_ST01_04"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-76.66666666666667],PARAMETER[""standard_parallel_2"",-79.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",-168],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3261,"PROJCS[""WGS_84_SCAR_IMW_ST05_08"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-76.66666666666667],PARAMETER[""standard_parallel_2"",-79.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",-144],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3262,"PROJCS[""WGS_84_SCAR_IMW_ST09_12"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-76.66666666666667],PARAMETER[""standard_parallel_2"",-79.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",-120],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3263,"PROJCS[""WGS_84_SCAR_IMW_ST13_16"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-76.66666666666667],PARAMETER[""standard_parallel_2"",-79.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",-96],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3264,"PROJCS[""WGS_84_SCAR_IMW_ST17_20"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-76.66666666666667],PARAMETER[""standard_parallel_2"",-79.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",-72],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3265,"PROJCS[""WGS_84_SCAR_IMW_ST21_24"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-76.66666666666667],PARAMETER[""standard_parallel_2"",-79.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",-48],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3266,"PROJCS[""WGS_84_SCAR_IMW_ST25_28"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-76.66666666666667],PARAMETER[""standard_parallel_2"",-79.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",-24],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3267,"PROJCS[""WGS_84_SCAR_IMW_ST29_32"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-76.66666666666667],PARAMETER[""standard_parallel_2"",-79.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",0],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3268,"PROJCS[""WGS_84_SCAR_IMW_ST33_36"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-76.66666666666667],PARAMETER[""standard_parallel_2"",-79.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",24],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3269,"PROJCS[""WGS_84_SCAR_IMW_ST37_40"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-76.66666666666667],PARAMETER[""standard_parallel_2"",-79.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",48],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3270,"PROJCS[""WGS_84_SCAR_IMW_ST41_44"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-76.66666666666667],PARAMETER[""standard_parallel_2"",-79.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",72],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3271,"PROJCS[""WGS_84_SCAR_IMW_ST45_48"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-76.66666666666667],PARAMETER[""standard_parallel_2"",-79.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",96],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3272,"PROJCS[""WGS_84_SCAR_IMW_ST49_52"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-76.66666666666667],PARAMETER[""standard_parallel_2"",-79.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",120],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3273,"PROJCS[""WGS_84_SCAR_IMW_ST53_56"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-76.66666666666667],PARAMETER[""standard_parallel_2"",-79.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",144],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3274,"PROJCS[""WGS_84_SCAR_IMW_ST57_60"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-76.66666666666667],PARAMETER[""standard_parallel_2"",-79.33333333333333],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",168],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3275,"PROJCS[""WGS_84_SCAR_IMW_SU01_05"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Stereographic_South_Pole""],PARAMETER[""standard_parallel_1"",-80.23861111111111],PARAMETER[""central_meridian"",-165],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3276,"PROJCS[""WGS_84_SCAR_IMW_SU06_10"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Stereographic_South_Pole""],PARAMETER[""standard_parallel_1"",-80.23861111111111],PARAMETER[""central_meridian"",-135],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3277,"PROJCS[""WGS_84_SCAR_IMW_SU11_15"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Stereographic_South_Pole""],PARAMETER[""standard_parallel_1"",-80.23861111111111],PARAMETER[""central_meridian"",-105],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3278,"PROJCS[""WGS_84_SCAR_IMW_SU16_20"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Stereographic_South_Pole""],PARAMETER[""standard_parallel_1"",-80.23861111111111],PARAMETER[""central_meridian"",-75],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3279,"PROJCS[""WGS_84_SCAR_IMW_SU21_25"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Stereographic_South_Pole""],PARAMETER[""standard_parallel_1"",-80.23861111111111],PARAMETER[""central_meridian"",-45],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3280,"PROJCS[""WGS_84_SCAR_IMW_SU26_30"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Stereographic_South_Pole""],PARAMETER[""standard_parallel_1"",-80.23861111111111],PARAMETER[""central_meridian"",-15],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3281,"PROJCS[""WGS_84_SCAR_IMW_SU31_35"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Stereographic_South_Pole""],PARAMETER[""standard_parallel_1"",-80.23861111111111],PARAMETER[""central_meridian"",15],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3282,"PROJCS[""WGS_84_SCAR_IMW_SU36_40"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Stereographic_South_Pole""],PARAMETER[""standard_parallel_1"",-80.23861111111111],PARAMETER[""central_meridian"",45],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3283,"PROJCS[""WGS_84_SCAR_IMW_SU41_45"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Stereographic_South_Pole""],PARAMETER[""standard_parallel_1"",-80.23861111111111],PARAMETER[""central_meridian"",75],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
3284,"PROJCS[""WGS_84_SCAR_IMW_SU46_50"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Stereographic_South_Pole""],PARAMETER[""standard_parallel_1"",-80.23861111111111],PARAMETER[""central_meridian"",105],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
